Linea;Origen;Destino;Solucion 1
Llobregat - Anoia;ST. VICENÇ DELS HORTS;MOLÍ NOU;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(1 parada) o R6(2 parades) o S33,S4 o S8(3 parades). Baixi a MOLÍ NOU. 
 Per sortir per CARRER EDUARD TOLDRÀ: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER EDUARD TOLDRÀ, travessant la passera o passadís, passant per la validadora.
 Per sortir per APARCAMENT: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per APARCAMENT, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;COLÒNIA GÜELL;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(2 parades). Baixi a COLÒNIA GÜELL. 
 Per sortir per CAMÍ TORRE SALVANA: Dirigeixis cap a VESTÍBUL PRINCIPAL seguint indicador sortida, mitjançant rampa. Surti de l'estació per CAMÍ TORRE SALVANA, passant per la validadora.
 Per sortir per COLÒNIA GÜELL: Dirigeixis cap a VESTÍBUL ANDANA VIA 2 seguint indicador sortida. Surti de l'estació per COLÒNIA GÜELL, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;MARTORELL - VILA;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 2 fins a VESTÍBUL ANDANA VIA 1, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S4 o S8(6 parades). Baixi a MARTORELL - VILA. 
 Per sortir per ESTACIONAMENT: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per ESTACIONAMENT, mitjançant rampa i travessant la passera o passadís, passant per la validadora.
 Per sortir per CARRETERA DE MARTORELL A TERRASSA: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRETERA DE MARTORELL A TERRASSA, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;MARTORELL - ENLLAÇ;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 2 fins a VESTÍBUL ANDANA VIA 1, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5 o R6(7 parades) o S4 o S8(8 parades). Baixi a MARTORELL - ENLLAÇ. 
 Per sortir per AV. COMTE DE LLOBREGAT: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per AV. COMTE DE LLOBREGAT, fent servir l'ascensor o mitjançant rampa, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;AERI DE MONTSERRAT;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 2 fins a VESTÍBUL ANDANA VIA 1, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R5(10 parades). Baixi a AERI DE MONTSERRAT(Només s'utilitza una andana per als dos sentits de circulació). 
 Per sortir per APARCAMENT: Surti de l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;LA BEGUDA;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 2 fins a VESTÍBUL ANDANA VIA 1, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(9 parades). Baixi a LA BEGUDA(Només s'utilitza una andana per als dos sentits de circulació). 
 Per sortir per CAMÍ DE L'ESTACIÓ: Surti de l'estació per CAMÍ DE L'ESTACIÓ.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;MASQUEFA;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 2 fins a VESTÍBUL ANDANA VIA 1, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(11 parades). Baixi a MASQUEFA(PAS A NIVELL ADAPTAT ENTRE ANDANES). 
 Per sortir per CARRER MONTSERRAT: Surti de l'estació per CARRER MONTSERRAT, mitjançant rampa i travessant la passera o passadís.
 Per sortir per PAS A NIVELL CARRER MONTSERRAT: Vagi de l'andana de la via 1 fins l'andana de la via 2(PAS A NIVELL ADAPTAT ENTRE ANDANES), mitjançant rampa i travessant la passera o passadís. Surti de l'estació per PAS A NIVELL CARRER MONTSERRAT, mitjançant rampa.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;PIERA;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 2 fins a VESTÍBUL ANDANA VIA 1, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(12 parades). Baixi a PIERA. 
 Per sortir per C. DE L'ESTACIÓ: Surti de l'estació per C. DE L'ESTACIÓ, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís.
 Per sortir per C. ABAT MARCET: Surti de l'estació per C. ABAT MARCET, fent servir l'ascensor o mitjançant rampa.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;LA POBLA DE CLARAMUNT;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 2 fins a VESTÍBUL ANDANA VIA 1, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(15 parades). Baixi a LA POBLA DE CLARAMUNT. 
 Per sortir per APARCAMENT (COSTAT VIA 2): Surti de l'estació per APARCAMENT (COSTAT VIA 2), mitjançant rampa i travessant la passera o passadís.
 Per sortir per AVDA. GUMERSIND BISBAL: Surti de l'estació per AVDA. GUMERSIND BISBAL, mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;ST. VICENÇ DELS HORTS;VILANOVA DEL CAMÍ;"Entrada per CARRER ANSELM CLAVÉ: Accedeixi a l'estació per CARRER ANSELM CLAVÉ, vagi fins VESTÍBUL ANDANA VIA 1, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 Entrada per CARRER FERRÉS I COSTA: Accedeixi a l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Vagi de VESTÍBUL ANDANA VIA 2 fins a VESTÍBUL ANDANA VIA 1, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Accedeixi a l'andana de la via 1, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(16 parades). Baixi a VILANOVA DEL CAMÍ. 
 Per sortir per CARRETERA DE LA POBLA: Surti de l'estació per CARRETERA DE LA POBLA, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís.
 Per sortir per AVDA. DE LA INDÚSTRIA: Surti de l'estació per AVDA. DE LA INDÚSTRIA, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;CAN ROS;MAGORIA - LA CAMPANA;"Entrada per CARRER LLOBREGAT: Accedeixi a l'estació per CARRER LLOBREGAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Accedeixi a l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(11 parades) o R6(12 parades) o S33,S4 o S8(13 parades). Baixi a MAGORIA - LA CAMPANA. 
 Per sortir per GRAN VIA - MN. AMADEO OLLER: Dirigeixis cap a VESTÍBUL  seguint indicador sortida. Surti de l'estació per GRAN VIA - MN. AMADEO OLLER , fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;CAN ROS;ILDEFONS CERDÀ;"Entrada per CARRER LLOBREGAT: Accedeixi a l'estació per CARRER LLOBREGAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Accedeixi a l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(10 parades) o R6(11 parades) o S33,S4 o S8(12 parades). Baixi a ILDEFONS CERDÀ. 
 Per sortir per GRAN VIA - ALHAMBRA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per GRAN VIA - ALHAMBRA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;CAN ROS;GORNAL;"Entrada per CARRER LLOBREGAT: Accedeixi a l'estació per CARRER LLOBREGAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Accedeixi a l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(8 parades) o R6(9 parades) o S33,S4 o S8(10 parades). Baixi a GORNAL. 
 Per sortir per CARRER CARMEN AMAYA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER CARMEN AMAYA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;CAN ROS;ST. JOSEP;"Entrada per CARRER LLOBREGAT: Accedeixi a l'estació per CARRER LLOBREGAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Accedeixi a l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(7 parades) o R6(8 parades) o S33,S4 o S8(9 parades). Baixi a ST. JOSEP. 
 Per sortir per CARRER S. COMPOSTEL·LA - AV. CARRILET: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER S. COMPOSTEL·LA - AV. CARRILET, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;CAN ROS;MOLÍ NOU;"Entrada per CARRER LLOBREGAT: Accedeixi a l'estació per CARRER LLOBREGAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Accedeixi a l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5(2 parades) o R6(3 parades) o S33,S4 o S8(4 parades). Baixi a MOLÍ NOU. 
 Per sortir per CARRER EDUARD TOLDRÀ: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER EDUARD TOLDRÀ, travessant la passera o passadís, passant per la validadora.
 Per sortir per APARCAMENT: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per APARCAMENT, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;CAN ROS;COLÒNIA GÜELL;"Entrada per CARRER LLOBREGAT: Accedeixi a l'estació per CARRER LLOBREGAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Accedeixi a l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 2, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(3 parades). Baixi a COLÒNIA GÜELL. 
 Per sortir per CAMÍ TORRE SALVANA: Dirigeixis cap a VESTÍBUL PRINCIPAL seguint indicador sortida, mitjançant rampa. Surti de l'estació per CAMÍ TORRE SALVANA, passant per la validadora.
 Per sortir per COLÒNIA GÜELL: Dirigeixis cap a VESTÍBUL ANDANA VIA 2 seguint indicador sortida. Surti de l'estació per COLÒNIA GÜELL, passant per la validadora.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;CAN ROS;ELS QUATRE CAMINS;"Entrada per CARRER LLOBREGAT: Accedeixi a l'estació per CARRER LLOBREGAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Accedeixi a l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5,R6,S4 o S8(1 parada). Baixi a ELS QUATRE CAMINS. 
 Per sortir per APARCAMENT: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor o mitjançant rampa. Surti de l'estació per APARCAMENT, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;CAN ROS;PALLEJÀ;"Entrada per CARRER LLOBREGAT: Accedeixi a l'estació per CARRER LLOBREGAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Accedeixi a l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies R5,R6,S4 o S8(2 parades). Baixi a PALLEJÀ. 
 Per sortir per CARRER PI I MARGALL: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Surti de l'estació per CARRER PI I MARGALL, passant per la validadora.
 Per sortir per CARRER DE L'ESGLÈSIA: Vagi de l'andana de la via 1 fins l'andana de la via 2, fent servir l'ascensor i travessant la passera o passadís. Dirigeixis cap a VESTÍBUL ANDANA VIA 2 seguint indicador sortida. Surti de l'estació per CARRER DE L'ESGLÈSIA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;CAN ROS;MARTORELL - VILA;"Entrada per CARRER LLOBREGAT: Accedeixi a l'estació per CARRER LLOBREGAT, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Accedeixi a l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, vagi fins VESTÍBUL, passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S4 o S8(5 parades). Baixi a MARTORELL - VILA. 
 Per sortir per ESTACIONAMENT: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per ESTACIONAMENT, mitjançant rampa i travessant la passera o passadís, passant per la validadora.
 Per sortir per CARRETERA DE MARTORELL A TERRASSA: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRETERA DE MARTORELL A TERRASSA, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
